490264,3537861,-1e+09
490264,3537761,-1e+09
490264,3537661,-1e+09
490264,3537561,-1e+09
490264,3537461,-1e+09
490264,3537361,-1e+09
490264,3537261,-1e+09
490264,3537161,-1e+09
490264,3537061,-1e+09
490264,3536961,-1e+09
490264,3536861,-1e+09
490264,3536761,-1e+09
490264,3536661,-1e+09
490264,3536561,-1e+09
490264,3536461,-1e+09
490264,3536361,-1e+09
490264,3536261,-1e+09
490264,3536161,-1e+09
490264,3536061,-1e+09
490264,3535961,-1e+09
490264,3535861,-1e+09
490264,3535761,-1e+09
490264,3535661,-1e+09
490264,3535561,-1e+09
490264,3535461,-1e+09
490264,3535361,-1e+09
490264,3535261,-1e+09
490264,3535161,-1e+09
490264,3535061,-1e+09
490264,3534961,-1e+09
490264,3534861,-1e+09
490264,3534761,-1e+09
490264,3534661,-1e+09
490264,3534561,-1e+09
490264,3534461,-1e+09
490264,3534361,-1e+09
490264,3534261,-1e+09
490264,3534161,-1e+09
490264,3534061,-1e+09
490264,3533961,-1e+09
490264,3533861,-1e+09
490264,3533761,-1e+09
490264,3533661,-1e+09
490264,3533561,-1e+09
490264,3533461,-1e+09
490264,3533361,-1e+09
490264,3533261,-1e+09
490264,3533161,-1e+09
490264,3533061,-1e+09
490264,3532961,-1e+09
490264,3532861,-1e+09
490264,3532761,-1e+09
490264,3532661,-1e+09
490264,3532561,-1e+09
490264,3532461,-1e+09
490264,3532361,-1e+09
490264,3532261,-1e+09
490264,3532161,-1e+09
490264,3532061,-1e+09
490264,3531961,-1e+09
490264,3531861,-1e+09
490264,3531761,-1e+09
490264,3531661,-1e+09
490264,3531561,-1e+09
490264,3531461,-1e+09
490264,3531361,-1e+09
490264,3531261,-1e+09
490264,3531161,-1e+09
490264,3531061,-1e+09
490264,3530961,-1e+09
490264,3530861,-1e+09
490264,3530761,-1e+09
490264,3530661,-1e+09
490264,3530561,-1e+09
490264,3530461,-1e+09
490264,3530361,-1e+09
490264,3530261,-1e+09
490264,3530161,-1e+09
490264,3530061,-1e+09
490264,3529961,-1e+09
490264,3529861,-1e+09
490264,3529761,-1e+09
490264,3529661,-1e+09
490264,3529561,-1e+09
490264,3529461,-1e+09
490264,3529361,-1e+09
490264,3529261,-1e+09
490264,3529161,-1e+09
490264,3529061,-1e+09
490264,3528961,-1e+09
490264,3528861,-1e+09
490264,3528761,-1e+09
490264,3528661,-1e+09
490264,3528561,-1e+09
490264,3528461,-1e+09
490264,3528361,-1e+09
490264,3528261,-1e+09
490264,3528161,-1e+09
490264,3528061,-1e+09
490264,3527961,-1e+09
490264,3527861,-1e+09
490264,3527761,-1e+09
490264,3527661,-1e+09
490264,3527561,-1e+09
490264,3527461,-1e+09
490264,3527361,-1e+09
490264,3527261,-1e+09
490264,3527161,-1e+09
490264,3527061,-1e+09
490264,3526961,-1e+09
490264,3526861,-1e+09
490264,3526761,-1e+09
490264,3526661,-1e+09
490264,3526561,-1e+09
490264,3526461,-1e+09
490264,3526361,-1e+09
490264,3526261,-1e+09
490264,3526161,-1e+09
490264,3526061,-1e+09
490264,3525961,-1e+09
490264,3525861,-1e+09
490264,3525761,-1e+09
490264,3525661,-1e+09
490264,3525561,-1e+09
490264,3525461,-1e+09
490264,3525361,-1e+09
490264,3525261,-1e+09
490264,3525161,-1e+09
490264,3525061,-1e+09
490264,3524961,-1e+09
490264,3524861,-1e+09
490264,3524761,-1e+09
490264,3524661,-1e+09
490264,3524561,-1e+09
490264,3524461,-1e+09
490264,3524361,-1e+09
490264,3524261,-1e+09
490264,3524161,-1e+09
490264,3524061,-1e+09
490264,3523961,-1e+09
490264,3523861,-1e+09
490264,3523761,-1e+09
490264,3523661,-1e+09
490264,3523561,-1e+09
490264,3523461,-1e+09
490264,3523361,-1e+09
490264,3523261,-1e+09
490264,3523161,-1e+09
490264,3523061,-1e+09
490264,3522961,-1e+09
490264,3522861,-1e+09
490264,3522761,-1e+09
490264,3522661,-1e+09
490264,3522561,-1e+09
490264,3522461,-1e+09
490264,3522361,-1e+09
490264,3522261,-1e+09
490264,3522161,-1e+09
490264,3522061,-1e+09
490264,3521961,-1e+09
490264,3521861,-1e+09
490264,3521761,-1e+09
490264,3521661,-1e+09
490264,3521561,-1e+09
490264,3521461,-1e+09
490264,3521361,-1e+09
490264,3521261,-1e+09
490264,3521161,-1e+09
490264,3521061,-1e+09
490264,3520961,-1e+09
490264,3520861,-1e+09
490264,3520761,-1e+09
490264,3520661,-1e+09
490264,3520561,-1e+09
490264,3520461,-1e+09
490264,3520361,-1e+09
490264,3520261,-1e+09
490264,3520161,-1e+09
490264,3520061,-1e+09
490264,3519961,-1e+09
490264,3519861,-1e+09
490264,3519761,-1e+09
490264,3519661,-1e+09
490264,3519561,-1e+09
490264,3519461,-1e+09
490264,3519361,-1e+09
490264,3519261,-1e+09
490264,3519161,-1e+09
490264,3519061,-1e+09
490264,3518961,-1e+09
490264,3518861,-1e+09
490264,3518761,-1e+09
490264,3518661,-1e+09
490264,3518561,-1e+09
490264,3518461,-1e+09
490264,3518361,-1e+09
490264,3518261,-1e+09
490264,3518161,-1e+09
490264,3518061,-1e+09
490264,3517961,-1e+09
490264,3517861,-1e+09
490264,3517761,-1e+09
490264,3517661,-1e+09
490264,3517561,-1e+09
490264,3517461,-1e+09
490264,3517361,-1e+09
